number of features selected (first lasso),number of features selected (second lasso),number of features selected (both lasso),SBE Treatment Coefficient,SBE Treatment StdErr,OLS Treatment Coefficient,OLS Treatment StdErr,Hausman Test Statistic,Hausman Test p-value,Residual Test Statistic,Residual Test p-value
2,10,10,1670.7142543065825,641.1320177553046,1670.7142543061855,641.132017755153,-8.111522238797325e-13,,,
