Feature,number of features selected,Coefficient,StdErr,R2
const,2227,-0.08551066663336662,0.00015241185256893405,0.9999999939276975
pop,2227,0.0017666077295522952,4.095599939972968e-06,0.9999999939276975
0,2227,-5.050113306959091,0.05250825509638861,0.9999999939276975
1,2227,2.0030179492604554,0.0058697324378193414,0.9999999939276975
2,2227,2.6115464895464324,0.005855207201444723,0.9999999939276975
3,2227,-2.457966392445144,0.00895212711110941,0.9999999939276975
4,2227,-3.013876859616074,0.005312258949558349,0.9999999939276975
5,2227,-0.84750976213585,0.017796005019640782,0.9999999939276975
6,2227,0.6765358003491144,0.020950083305158292,0.9999999939276975
7,2227,0.6114243337820113,0.02511418864848362,0.9999999939276975
8,2227,-1.7863426197024632,0.01712308683490428,0.9999999939276975
9,2227,-0.0020751528700300075,4.118521419219095e-06,0.9999999939276975
10,2227,0.32693127714404424,0.0008961359028201888,0.9999999939276975
11,2227,0.0008901278985359688,1.4295553756794067e-05,0.9999999939276975
12,2227,-5.162174497073899,0.009954104363356427,0.9999999939276975
13,2227,-9.945895996577676,0.02704009130838265,0.9999999939276975
14,2227,-0.32330602593022384,0.00540463683121441,0.9999999939276975
15,2227,-5.301234040833732,0.010891357019108757,0.9999999939276975
16,2227,-7.7453084997004495,0.010638235293758767,0.9999999939276975
17,2227,3.1837670219877556,0.006777190416203102,0.9999999939276975
18,2227,0.0005338671359588396,1.41549651214542e-05,0.9999999939276975
19,2227,-0.03021875749105845,3.395941050680913e-05,0.9999999939276975
20,2227,0.023961393345654572,2.9256764020120098e-05,0.9999999939276975
21,2227,6.0227714981079703e-05,2.1432233115982836e-06,0.9999999939276975
22,2227,-0.0003891065204468875,9.973822996672238e-07,0.9999999939276975
23,2227,0.0004083008146207323,1.9143825144634775e-06,0.9999999939276975
24,2227,0.0002700588796111388,2.306115431521738e-06,0.9999999939276975
25,2227,0.0009270169272344551,4.217714995468125e-06,0.9999999939276975
26,2227,0.0015249369226662327,6.317245456715143e-06,0.9999999939276975
27,2227,-0.6345655516270767,0.009152349712174285,0.9999999939276975
28,2227,0.4709417512043821,0.011677230100339565,0.9999999939276975
29,2227,-0.7232034299253769,0.00997274547440942,0.9999999939276975
30,2227,3.371597687231329,0.006891546809419284,0.9999999939276975
31,2227,1.9291364273462932,0.01587320759346157,0.9999999939276975
32,2227,-2.139517222266397,0.008212413079534304,0.9999999939276975
33,2227,0.006160893838352166,0.003915362781418325,0.9999999939276975
34,2227,-0.8075113028425993,0.00516704823377901,0.9999999939276975
35,2227,-1.498061331746925,0.008718310305127189,0.9999999939276975
36,2227,-4.84580483145567,0.00859056618697588,0.9999999939276975
37,2227,-7.19086171293128,0.02418949332798212,0.9999999939276975
38,2227,-3.827917530964008,0.007896110486248628,0.9999999939276975
39,2227,-1.5288649333565587,0.028593124303621,0.9999999939276975
40,2227,2.553044432871019,0.041442960952669666,0.9999999939276975
41,2227,13.1235746075197,0.047042689939433134,0.9999999939276975
42,2227,-9.771514879718374,0.01666504414005219,0.9999999939276975
43,2227,4.25520992712829,0.014288512011461047,0.9999999939276975
44,2227,1.1717534811396373,0.004768673404702953,0.9999999939276975
45,2227,0.20585999809265587,0.003747394149789374,0.9999999939276975
46,2227,-1.1422954065834432,0.0053584179439193575,0.9999999939276975
47,2227,0.09453471632905419,0.0070696174974753685,0.9999999939276975
48,2227,-0.007209848935479508,1.6967740563553374e-05,0.9999999939276975
49,2227,4.431334315298351,0.018395263221968525,0.9999999939276975
50,2227,-0.0025290106389949806,2.5351528219335986e-06,0.9999999939276975
51,2227,-1.9190092776875787,0.004632848897799115,0.9999999939276975
52,2227,1.7917841142653401,0.005467144941906643,0.9999999939276975
53,2227,0.20806151501990655,0.005073233326393291,0.9999999939276975
54,2227,-0.5384842953785451,0.0033642312338646083,0.9999999939276975
55,2227,25.87253551570621,0.04174938791075829,0.9999999939276975
56,2227,-30.288316560555195,0.04161580837407194,0.9999999939276975
57,2227,6.843358406611081,0.0412753492428963,0.9999999939276975
58,2227,16.895237887456055,0.03526342449774799,0.9999999939276975
59,2227,-4.222362793952771,0.006295377133272445,0.9999999939276975
60,2227,-1.374616022351173,0.01762694340605098,0.9999999939276975
61,2227,-1.4721404294059965,0.029504446284093783,0.9999999939276975
62,2227,1.5906422072037856,0.03204484930770115,0.9999999939276975
63,2227,-13.315893432617523,0.05383982816141397,0.9999999939276975
64,2227,42.43198234085129,0.053224318270873434,0.9999999939276975
65,2227,15.429900850064193,0.048126914142055624,0.9999999939276975
66,2227,-2.453169075940309,0.011551538208328077,0.9999999939276975
67,2227,-1.8883921798414924,0.013354037820316073,0.9999999939276975
68,2227,0.34298037588063046,0.0035449119125730965,0.9999999939276975
69,2227,8.380387937911351,0.04202557853432661,0.9999999939276975
70,2227,0.002949184549651967,1.3213368331091747e-05,0.9999999939276975
71,2227,1.8641911059447795,0.005212126759275094,0.9999999939276975
72,2227,2.066066659177423,0.01108886278010957,0.9999999939276975
73,2227,0.3818527732245016,0.007701283623071142,0.9999999939276975
74,2227,-0.47246979468984174,0.0018329342659463186,0.9999999939276975
75,2227,-0.6626531068023285,0.003103710017608315,0.9999999939276975
76,2227,1.2933379419824576,0.010832518039768271,0.9999999939276975
77,2227,13.6965133843478,0.04124791562551006,0.9999999939276975
78,2227,-0.0008518632558331476,1.9187446395807404e-06,0.9999999939276975
79,2227,0.0010111569827639996,2.9966361512121637e-06,0.9999999939276975
80,2227,-0.0005334755847663003,1.4892649769330956e-06,0.9999999939276975
81,2227,0.00031988298525428084,6.815497045544287e-07,0.9999999939276975
82,2227,0.25684278741618055,0.0003913879790408233,0.9999999939276975
83,2227,-0.20472933126839576,0.0008792378605591555,0.9999999939276975
84,2227,0.10469876591350857,0.0004364396968921247,0.9999999939276975
85,2227,-0.15214297797390164,0.00021532695593742503,0.9999999939276975
86,2227,-0.017576591705768196,0.0009141284179274756,0.9999999939276975
87,2227,-1.2899311287246338,0.009374089607099866,0.9999999939276975
88,2227,4.298052230625643,0.012383530593200864,0.9999999939276975
89,2227,-9.092751880691878,0.01895939272401757,0.9999999939276975
90,2227,-0.09230970615657014,0.00016463261011684683,0.9999999939276975
91,2227,0.2038110458762851,0.00039701237578610045,0.9999999939276975
92,2227,-3.530362208377963,0.011784833490380212,0.9999999939276975
93,2227,0.46126719388877646,0.0025779924473483956,0.9999999939276975
94,2227,0.0587959103875626,0.004742272928217647,0.9999999939276975
95,2227,0.04074262345314317,0.003999579939263733,0.9999999939276975
96,2227,2.710989014098471,0.006311884206135479,0.9999999939276975
97,2227,-0.09976541877202028,0.0001786247687696779,0.9999999939276975
98,2227,-0.0006835302916294514,1.147761450710972e-05,0.9999999939276975
99,2227,-0.08518789352388234,0.006257180933349319,0.9999999939276975
100,2227,3.2736322733567302,0.005945172405771703,0.9999999939276975
101,2227,0.3604584603090224,0.0020433972621919966,0.9999999939276975
102,2227,0.7122047444439978,0.0034985974173631002,0.9999999939276975
103,2227,-0.3975038894700722,0.0009326725090862445,0.9999999939276975
104,2227,0.9188446802458825,0.0006890416972391461,0.9999999939276975
105,2227,-0.034930091191733154,0.00012208808403999053,0.9999999939276975
106,2227,1.0697576827888822,0.00019324242040812752,0.9999999939276975
107,2227,0.07874313494201957,7.46053254630164e-05,0.9999999939276975
108,2227,0.9012355727261732,7.05753286144647e-05,0.9999999939276975
109,2227,-0.05812957431281385,7.082033251819321e-05,0.9999999939276975
110,2227,-0.054154097816572155,9.702553713128128e-05,0.9999999939276975
111,2227,0.016604557834430864,2.1740927412750164e-05,0.9999999939276975
112,2227,-0.08817667928255708,7.752966740381212e-05,0.9999999939276975
113,2227,0.05237174089081088,5.6278863722454824e-05,0.9999999939276975
114,2227,-0.14888556403490835,0.00010751688856483235,0.9999999939276975
115,2227,0.18081757775982624,0.00045961232580203024,0.9999999939276975
116,2227,0.1420039058749718,0.0005620534665536899,0.9999999939276975
117,2227,0.08040855711420226,7.9189569182968e-05,0.9999999939276975
118,2227,-4.660164979646998,0.022680911386136357,0.9999999939276975
119,2227,-4.7748970651339775,0.05565803458866784,0.9999999939276975
120,2227,-5.176182261843838,0.052219034601172595,0.9999999939276975
121,2227,9.177699573275987,0.04995138662355919,0.9999999939276975
122,2227,-0.8584912667375306,0.05954016196983469,0.9999999939276975
123,2227,-1.9797550982740262,0.008580494178652635,0.9999999939276975
124,2227,-3.5158953271496856,0.006191112054629469,0.9999999939276975
125,2227,-4.10337238585474,0.05923688612978576,0.9999999939276975
