number of features selected (first lasso),number of features selected (second lasso),number of features selected (both lasso),SBE Treatment Coefficient,SBE Treatment StdErr,OLS Treatment Coefficient,OLS Treatment StdErr,Hausman Test Statistic,Hausman Test p-value,Residual Test Statistic,Residual Test p-value,Rsquared
107,229,229,2425.7932970868983,809.3111950117765,2439.8688187008506,805.1847083036649,0.0297379891127255,0.43154303818406414,0.00021194440751417777,1.0,
