Feature,number of features selected,Coefficient,StdErr,R2,MSE
const,23,0.17855886966385331,0.00873607652428688,0.23425720155373908,0.040434425077438
population,23,0.6068459610712537,0.043917331520214035,0.23425720155373908,0.040434425077438
pctUrban,23,-0.010987326073308505,0.01118249739024509,0.23425720155373908,0.040434425077438
NumInShelters,23,0.06188565979458945,0.08519338620597872,0.23425720155373908,0.040434425077438
NumStreet,23,-0.02782782181639397,0.08634300827475686,0.23425720155373908,0.040434425077438
LemasPctOfficDrugUn,23,0.17861648914304354,0.030465633962437826,0.23425720155373908,0.040434425077438
state_abbr_AZ,23,-0.06440993569298147,0.04671954017764833,0.23425720155373908,0.040434425077438
state_abbr_CA,23,0.0897659660614116,0.01451641316879896,0.23425720155373908,0.040434425077438
state_abbr_CO,23,-0.029731946375646606,0.04174171575011413,0.23425720155373908,0.040434425077438
state_abbr_LA,23,0.24777487132385956,0.04439876225462184,0.23425720155373908,0.040434425077438
state_abbr_MA,23,-0.023485798861748994,0.02020934313020605,0.23425720155373908,0.040434425077438
state_abbr_MD,23,0.23608268226946638,0.05968816285978653,0.23425720155373908,0.040434425077438
state_abbr_NC,23,0.18426361510967265,0.03116924251535385,0.23425720155373908,0.040434425077438
state_abbr_NJ,23,-0.04066873044274484,0.016198420046834992,0.23425720155373908,0.040434425077438
state_abbr_NM,23,0.1098253978676828,0.0655933840977215,0.23425720155373908,0.040434425077438
state_abbr_NY,23,0.02038701321901144,0.031169897185839804,0.23425720155373908,0.040434425077438
state_abbr_OK,23,-0.021138057096637505,0.035103744546785824,0.23425720155373908,0.040434425077438
state_abbr_PA,23,-0.07365454077358204,0.0218401444692534,0.23425720155373908,0.040434425077438
state_abbr_RI,23,-0.06965211691132302,0.04094644175004894,0.23425720155373908,0.040434425077438
state_abbr_SC,23,0.2689630191951692,0.039539717755572246,0.23425720155373908,0.040434425077438
state_abbr_TN,23,0.07192450671007855,0.03553176861816381,0.23425720155373908,0.040434425077438
state_abbr_TX,23,0.027808663330824886,0.018039743591634638,0.23425720155373908,0.040434425077438
state_abbr_VA,23,-0.03071537124904464,0.03647694195230974,0.23425720155373908,0.040434425077438
