Feature,number of features selected,Coefficient,StdErr,R2,MSE
const,27,0.2013329116902379,0.010067753997316183,0.256447779306323,0.040241717845224796
population,27,0.5980782415744131,0.04337441877843031,0.256447779306323,0.040241717845224796
pctUrban,27,0.0004074334368507124,0.011142430957528131,0.256447779306323,0.040241717845224796
NumInShelters,27,0.03933450720994766,0.08419998659968714,0.256447779306323,0.040241717845224796
NumStreet,27,-0.01095454801504745,0.08523467403532112,0.256447779306323,0.040241717845224796
LemasPctOfficDrugUn,27,0.16857691806918537,0.03012534203018213,0.256447779306323,0.040241717845224796
state_abbr_AZ,27,-0.07904150007636991,0.0463120538122756,0.256447779306323,0.040241717845224796
state_abbr_CA,27,0.06972581380390953,0.01513485577130548,0.256447779306323,0.040241717845224796
state_abbr_CO,27,-0.04837204912132738,0.041445301754698065,0.256447779306323,0.040241717845224796
state_abbr_CT,27,-0.12593293645308898,0.02602006701992533,0.256447779306323,0.040241717845224796
state_abbr_GA,27,0.13650587714651702,0.03448056095122809,0.256447779306323,0.040241717845224796
state_abbr_LA,27,0.2303840122089359,0.04404877468050523,0.256447779306323,0.040241717845224796
state_abbr_MA,27,-0.04433515285126507,0.020558866783477278,0.256447779306323,0.040241717845224796
state_abbr_MD,27,0.21799827822864626,0.05906298977126123,0.256447779306323,0.040241717845224796
state_abbr_NC,27,0.16767298946265052,0.031086650980620596,0.256447779306323,0.040241717845224796
state_abbr_NJ,27,-0.06190132453826857,0.016761333579745696,0.256447779306323,0.040241717845224796
state_abbr_NM,27,0.09798175380169684,0.0648381165926113,0.256447779306323,0.040241717845224796
state_abbr_NY,27,0.0031576941837007174,0.031096410842013766,0.256447779306323,0.040241717845224796
state_abbr_OH,27,-0.06984345958503882,0.02124096729592075,0.256447779306323,0.040241717845224796
state_abbr_OK,27,-0.036410394419926474,0.03491491827675166,0.256447779306323,0.040241717845224796
state_abbr_PA,27,-0.09447864560685684,0.022116239050815854,0.256447779306323,0.040241717845224796
state_abbr_RI,27,-0.09038802166458561,0.04070023765386178,0.256447779306323,0.040241717845224796
state_abbr_SC,27,0.24996314860699437,0.039313146388289984,0.256447779306323,0.040241717845224796
state_abbr_TN,27,0.05648718920355655,0.035338935253341065,0.256447779306323,0.040241717845224796
state_abbr_TX,27,0.010783085298313662,0.018389417006609385,0.256447779306323,0.040241717845224796
state_abbr_UT,27,-0.12869294017647084,0.042252902185386056,0.256447779306323,0.040241717845224796
state_abbr_VA,27,-0.048929847243432883,0.036291363722899254,0.256447779306323,0.040241717845224796
