Feature,number of features selected,Coefficient,StdErr,R2
const,8,3664.2499263861,329.21893916440064,0.05557361167511565
treat,8,1693.8617258178697,626.9418552961437,0.05557361167511565
age,8,57.42862900834371,46.1306782200293,0.05557361167511565
educ,8,522.4822934573632,212.90956884727703,0.05557361167511565
re74,8,0.08307647036150081,0.07628744577211663,0.05557361167511565
re75,8,0.046315824373284235,0.13031942501230392,0.05557361167511565
black_0.0,8,2959.6757128445333,526.5634994318496,0.05557361167511565
black_1.0,8,704.5742135415478,352.2367598377277,0.05557361167511565
