Feature,number of features selected,Coefficient,StdErr,R2,MSE
const,2,4554.801126,408.04585635912514,0.017823388613871005,54704946.41116259
treat,2,1794.342404270267,632.8533936236265,0.017823388613871005,54704946.41116259
