Feature,number of features selected,Coefficient,StdErr,R2
const,1208,-0.005938746739873164,0.006584964162818484,0.9988767800042192
pop,1208,-6.428023399893124e-05,0.0003465071744384646,0.9988767800042192
1,1208,0.09010772348694873,0.3457760696034186,0.9988767800042192
2,1208,-0.04882166350433703,0.3094844848065352,0.9988767800042192
4,1208,0.13902296801820402,0.27863847973714034,0.9988767800042192
9,1208,-3.324116904248123e-05,0.0003415045052025341,0.9988767800042192
10,1208,0.0627321972997329,0.07902552794721149,0.9988767800042192
11,1208,0.0004619326462764828,0.0008467760403324552,0.9988767800042192
12,1208,0.08601552009425895,0.5267783020168864,0.9988767800042192
13,1208,0.8932868699090797,2.07504956463552,0.9988767800042192
14,1208,-0.3009014482633794,0.3364295052603617,0.9988767800042192
17,1208,0.19851265607752744,0.5236729160680877,0.9988767800042192
18,1208,-0.0013880913362644774,0.0008634383019707625,0.9988767800042192
19,1208,0.0015664157296736972,0.002351888927238573,0.9988767800042192
20,1208,-0.0004808430620962135,0.001963868388328727,0.9988767800042192
21,1208,-2.551163940821608e-05,0.00013483760858945515,0.9988767800042192
22,1208,-7.614537318234365e-05,8.818484923444124e-05,0.9988767800042192
23,1208,-0.00018539009652447625,0.00016610798451491374,0.9988767800042192
24,1208,-2.4366310005127854e-05,0.00017225234877665292,0.9988767800042192
25,1208,0.00031983276775949697,0.000313709203205395,0.9988767800042192
26,1208,-9.481428599952498e-05,0.0004978289744752556,0.9988767800042192
27,1208,0.4820902809884604,0.6062163602105397,0.9988767800042192
29,1208,-0.4154670252086703,0.38572506070516605,0.9988767800042192
30,1208,0.15961464190197372,0.33605516896381016,0.9988767800042192
32,1208,0.030632487069667036,0.5115001291464446,0.9988767800042192
33,1208,0.4779586075512352,0.3010382754597978,0.9988767800042192
35,1208,0.34780623642969344,0.5774393003544205,0.9988767800042192
37,1208,0.021084736551649996,1.0531670489627833,0.9988767800042192
42,1208,0.060503493510307926,0.6010837062507018,0.9988767800042192
45,1208,0.07337507641454022,0.33067210879816056,0.9988767800042192
46,1208,-0.8575463523189173,0.40229664643443874,0.9988767800042192
47,1208,0.9292979121095495,0.5647072703160321,0.9988767800042192
48,1208,0.00027480164727763934,0.0013675022947783185,0.9988767800042192
50,1208,-0.0001868886809494731,0.00016132168352104987,0.9988767800042192
51,1208,-0.03384826681570863,0.3583416947540371,0.9988767800042192
52,1208,-0.4244260034280991,0.40648294886339065,0.9988767800042192
53,1208,0.5233120614795794,0.391561812866943,0.9988767800042192
54,1208,-0.3882218792439367,0.26795366754455735,0.9988767800042192
58,1208,0.760493064748454,0.8677917089678219,0.9988767800042192
59,1208,0.045494969056206855,0.36563796602740517,0.9988767800042192
68,1208,0.030735875188993234,0.2231283866771555,0.9988767800042192
70,1208,0.0018118121203023175,0.0011230208763065082,0.9988767800042192
71,1208,0.1637706803533161,0.3972950104512251,0.9988767800042192
72,1208,0.012852545502550328,0.28793763894724406,0.9988767800042192
73,1208,0.8653265515809068,0.5474867119112075,0.9988767800042192
74,1208,-0.04587959343145798,0.13171352053465896,0.9988767800042192
76,1208,-0.014046982162341237,0.7798726232451301,0.9988767800042192
78,1208,-0.00010311717410304438,0.00014579993611700399,0.9988767800042192
79,1208,0.00014705661005243176,0.00022844469209367958,0.9988767800042192
80,1208,-5.921387583652615e-05,0.00011343909741609378,0.9988767800042192
81,1208,4.391186010731201e-05,5.209387756818192e-05,0.9988767800042192
82,1208,0.011816304692818802,0.03819628621715109,0.9988767800042192
83,1208,-0.0058794448819552425,0.07004437591047961,0.9988767800042192
86,1208,0.030432247136775892,0.055538804821278126,0.9988767800042192
87,1208,-0.39412016565343994,0.7732013825760281,0.9988767800042192
90,1208,-0.017008438386823643,0.01342602005166042,0.9988767800042192
91,1208,0.024442433958473897,0.029536951606130415,0.9988767800042192
93,1208,0.04012449163605658,0.18101746790980447,0.9988767800042192
94,1208,-0.17842881161272328,0.34295395392089656,0.9988767800042192
95,1208,-0.12982632050440035,0.28310882386588554,0.9988767800042192
96,1208,0.19352186515335834,0.44398007694784164,0.9988767800042192
97,1208,-0.004027371315604433,0.010355130046895554,0.9988767800042192
98,1208,-0.0007607136158434679,0.0007898314531950665,0.9988767800042192
99,1208,0.5290695297236967,0.4676176072022466,0.9988767800042192
100,1208,0.11884787870440405,0.5532787354900301,0.9988767800042192
101,1208,0.06934601687346564,0.17898704161130374,0.9988767800042192
102,1208,0.512462311805888,0.2612459806006431,0.9988767800042192
103,1208,-0.050722550434264546,0.06514815830677055,0.9988767800042192
104,1208,1.0237001416540799,0.059454125101997816,0.9988767800042192
105,1208,-0.004476809192666409,0.009007743770230947,0.9988767800042192
106,1208,1.0152804805079616,0.014941196279407742,0.9988767800042192
107,1208,0.013855977956218297,0.005514787504775595,0.9988767800042192
108,1208,0.9853043779719469,0.00575494538398623,0.9988767800042192
109,1208,-0.004292026445750337,0.005125826431782704,0.9988767800042192
110,1208,0.005481591870171373,0.005816235730415029,0.9988767800042192
111,1208,0.0019232871704235495,0.0017778194945943025,0.9988767800042192
112,1208,-0.0003690086117721647,0.004775237120386382,0.9988767800042192
113,1208,-0.0022490036462182272,0.004691210011939782,0.9988767800042192
114,1208,-0.00996318753342712,0.006907141598416026,0.9988767800042192
115,1208,0.04215843337293551,0.036418394959780546,0.9988767800042192
116,1208,-0.054051173927648966,0.04566797894122789,0.9988767800042192
117,1208,-0.0001323607535347049,0.004650278606045941,0.9988767800042192
168,1208,0.0341772545714889,0.03169222651373807,0.9988767800042192
170,1208,0.08914165199842827,0.09312908973665829,0.9988767800042192
177,1208,-0.12953656679953784,0.08835283872614508,0.9988767800042192
178,1208,-0.7669474961511806,0.25589093447571776,0.9988767800042192
179,1208,0.9059937543746333,0.1972024509514944,0.9988767800042192
180,1208,-0.00037997205071038653,0.01306389607045979,0.9988767800042192
181,1208,0.01582005825957411,0.013143902410388398,0.9988767800042192
182,1208,-0.0013889432830151288,0.011937245633384,0.9988767800042192
183,1208,-0.037480079606092134,0.039140397013130004,0.9988767800042192
184,1208,0.04549953981126084,0.0535138182551114,0.9988767800042192
185,1208,-0.009583154134718441,0.07150791769991993,0.9988767800042192
207,1208,-0.3851374898710116,0.28544119681170466,0.9988767800042192
209,1208,0.04251620516617938,0.04502844578966089,0.9988767800042192
229,1208,-0.2551754816931491,0.15256768548482194,0.9988767800042192
234,1208,-0.2941421401072404,0.7274355773218381,0.9988767800042192
237,1208,-0.007785749676915421,0.02232763968466461,0.9988767800042192
238,1208,0.01043625677766441,0.036703758246563994,0.9988767800042192
239,1208,-0.008862075393937352,0.017506084505283282,0.9988767800042192
240,1208,-0.0010763183285609074,0.007667598750529178,0.9988767800042192
242,1208,5.880895634041906,8.700850841868483,0.9988767800042192
243,1208,-7.662165502438345,7.703489531626131,0.9988767800042192
244,1208,12.457886520754215,4.522214002167801,0.9988767800042192
245,1208,-2.208500297815002,5.968619836604474,0.9988767800042192
249,1208,0.5018010628042848,2.534581028139589,0.9988767800042192
250,1208,-3.8208452818138556,7.004085596277384,0.9988767800042192
257,1208,0.004553926106120265,0.05130272792211025,0.9988767800042192
262,1208,6.649152074382371,10.449454519352146,0.9988767800042192
264,1208,2.460476198819652,2.8120181229960552,0.9988767800042192
265,1208,-2.4768049113680917,1.513395084230051,0.9988767800042192
266,1208,0.1357990008511223,1.3331294841204597,0.9988767800042192
267,1208,-0.07296194708499115,0.499639918541803,0.9988767800042192
268,1208,1.9274910094619937,0.9246337314132421,0.9988767800042192
269,1208,-1.5111898299880004,0.9686695170052846,0.9988767800042192
270,1208,-0.44894519580731274,0.24880987937904275,0.9988767800042192
271,1208,-1.0168265493380533,0.904639070146575,0.9988767800042192
272,1208,-1.334470435119984,1.0034395428375529,0.9988767800042192
273,1208,-0.16777889210667718,1.0011663561250776,0.9988767800042192
276,1208,1.1920249034472397,0.9021517740134773,0.9988767800042192
319,1208,-2.159324780680304,3.093330986917381,0.9988767800042192
320,1208,-1.4575154894962452,2.735759313703488,0.9988767800042192
322,1208,5.011208977938786,3.1340531719147915,0.9988767800042192
327,1208,0.006581517408030334,0.0022541024838492133,0.9988767800042192
328,1208,-1.3362811891778077,0.43883738956179913,0.9988767800042192
329,1208,-0.012073576190694046,0.0065090794720417495,0.9988767800042192
330,1208,2.9938633738611093,3.265588224979516,0.9988767800042192
333,1208,2.112351314861977,2.902276270676113,0.9988767800042192
336,1208,0.010195042113304645,0.006219143186222171,0.9988767800042192
337,1208,0.03780304459084924,0.024873822588464132,0.9988767800042192
338,1208,-0.03932681469027266,0.02216463071220615,0.9988767800042192
339,1208,-0.00034729862722139224,0.0016774108655146275,0.9988767800042192
340,1208,-0.0008193548328539182,0.0008311258304304685,0.9988767800042192
341,1208,-0.0015752111322660965,0.0012314009347731219,0.9988767800042192
342,1208,-0.0018269001583355684,0.0013732092903556556,0.9988767800042192
343,1208,0.0007675323172527315,0.002419179035483787,0.9988767800042192
344,1208,0.0008628688529102035,0.009281016412546474,0.9988767800042192
346,1208,-5.57643112442922,3.1870060169147343,0.9988767800042192
347,1208,2.976706126298648,2.481888384860253,0.9988767800042192
350,1208,1.4894671048849446,2.374953088042589,0.9988767800042192
