,number of features selected,Coefficient,StdErr,R2,MSE
const,3,0.20104339926659534,0.005233231439640554,0.1680524098587861,0.04063266538157845
population,3,0.6473920008729439,0.03764716444497606,0.1680524098587861,0.04063266538157845
state,3,-0.002670634167969248,0.00029939520795485493,0.1680524098587861,0.04063266538157845
