,number of features selected,Coefficient,StdErr,R2,MSE
50,1904,-9.572816801618904e-17,1.3670828480370983e-17,0.21413138590067504,0.04349451446025928
51,1904,-1.5064224816001629e-16,1.752628818728522e-17,0.21413138590067504,0.04349451446025928
52,1904,-9.318569533932962e-18,6.923911119625322e-18,0.21413138590067504,0.04349451446025928
53,1904,-1.487747115519837e-17,6.450628240269572e-18,0.21413138590067504,0.04349451446025928
54,1904,-5.0931693860927136e-17,1.197429269745865e-17,0.21413138590067504,0.04349451446025928
55,1904,-7.369295573998895e-18,5.565874515145353e-18,0.21413138590067504,0.04349451446025928
56,1904,1.1807779390724104e-17,4.573250530955078e-18,0.21413138590067504,0.04349451446025928
57,1904,-2.0375310193336725e-17,7.50425779320126e-18,0.21413138590067504,0.04349451446025928
58,1904,-6.428306333034794e-17,9.361718244575827e-18,0.21413138590067504,0.04349451446025928
59,1904,-3.4082522765874727e-17,7.418723350606451e-18,0.21413138590067504,0.04349451446025928
60,1904,2.743949357746676e-17,5.235818398244454e-18,0.21413138590067504,0.04349451446025928
61,1904,1.1743124223370582e-17,6.049484610164523e-18,0.21413138590067504,0.04349451446025928
62,1904,-2.0215743304790396e-17,9.171247054563478e-18,0.21413138590067504,0.04349451446025928
63,1904,-1.877579158773493e-17,9.191860004757487e-18,0.21413138590067504,0.04349451446025928
64,1904,1.0136196674192163e-17,6.6086166784118e-18,0.21413138590067504,0.04349451446025928
65,1904,-7.25271795380747e-17,1.5806575804783408e-17,0.21413138590067504,0.04349451446025928
66,1904,1.3674235248897112e-17,4.847146266913685e-18,0.21413138590067504,0.04349451446025928
67,1904,4.153378915181453e-18,3.671089163849668e-18,0.21413138590067504,0.04349451446025928
68,1904,-2.6907552215702717e-18,6.1954224629732834e-18,0.21413138590067504,0.04349451446025928
69,1904,8.097254556365522e-18,6.151492050280171e-18,0.21413138590067504,0.04349451446025928
70,1904,2.97566571579833e-18,1.361944799555295e-17,0.21413138590067504,0.04349451446025928
71,1904,-1.0306716668183846e-18,4.685185260002002e-18,0.21413138590067504,0.04349451446025928
72,1904,1.691096197992766e-17,6.377465604309535e-18,0.21413138590067504,0.04349451446025928
73,1904,2.0521800614529e-18,5.814415293544422e-18,0.21413138590067504,0.04349451446025928
74,1904,6.1804095722662316e-18,3.940475275321162e-18,0.21413138590067504,0.04349451446025928
75,1904,8.606979576117243e-18,8.554469397309881e-18,0.21413138590067504,0.04349451446025928
76,1904,-1.422237807946222e-17,9.584272270850311e-18,0.21413138590067504,0.04349451446025928
77,1904,-1.6548176452363612e-18,6.553934449655409e-18,0.21413138590067504,0.04349451446025928
78,1904,-7.357948049921296e-18,1.108263147302413e-17,0.21413138590067504,0.04349451446025928
79,1904,-1.536639584669091e-17,7.282526490333158e-18,0.21413138590067504,0.04349451446025928
80,1904,-1.4724177876399243e-18,2.8316103818060347e-18,0.21413138590067504,0.04349451446025928
81,1904,-1.3512168723632775e-18,2.5004164322040676e-18,0.21413138590067504,0.04349451446025928
82,1904,-7.128807403740794e-18,5.2486154105293445e-18,0.21413138590067504,0.04349451446025928
83,1904,-8.54731824351764e-18,5.2992855817333655e-18,0.21413138590067504,0.04349451446025928
84,1904,1.2501448597867058e-17,5.925513858700759e-18,0.21413138590067504,0.04349451446025928
85,1904,-2.170058029838925e-17,8.094533338147751e-18,0.21413138590067504,0.04349451446025928
86,1904,-3.723785740544707e-18,4.075511394233109e-18,0.21413138590067504,0.04349451446025928
87,1904,1.312331027285113e-17,5.274032519523995e-18,0.21413138590067504,0.04349451446025928
88,1904,1.0171986230455213e-17,7.584595151668445e-18,0.21413138590067504,0.04349451446025928
89,1904,-4.1059846399745925e-18,5.231508355335776e-18,0.21413138590067504,0.04349451446025928
90,1904,1.9626887605996355e-18,7.145005986727702e-18,0.21413138590067504,0.04349451446025928
91,1904,2.5763563418087436e-18,4.221970896256441e-18,0.21413138590067504,0.04349451446025928
92,1904,5.8789898577412004e-18,7.82818711510312e-18,0.21413138590067504,0.04349451446025928
93,1904,3.491999401670285e-18,2.4135851455196097e-18,0.21413138590067504,0.04349451446025928
94,1904,1.2143936593343032e-18,1.899527940597541e-18,0.21413138590067504,0.04349451446025928
95,1904,-5.906475129361968e-18,3.992108959109957e-18,0.21413138590067504,0.04349451446025928
96,1904,7.173215186609097e-19,3.8740811285095815e-18,0.21413138590067504,0.04349451446025928
97,1904,-1.0294828755163429e-18,3.802669562452362e-18,0.21413138590067504,0.04349451446025928
98,1904,1.791499721029504e-18,3.393594267036412e-18,0.21413138590067504,0.04349451446025928
99,1904,-2.7347035680043475e-18,3.2519938283795737e-18,0.21413138590067504,0.04349451446025928
100,1904,-2.9338427764957205e-18,1.9361584560026373e-18,0.21413138590067504,0.04349451446025928
101,1904,-4.0153317963291924e-18,2.533528596818115e-18,0.21413138590067504,0.04349451446025928
102,1904,8.582112021238e-18,4.268715949033122e-18,0.21413138590067504,0.04349451446025928
103,1904,1.0405798972782358e-17,5.787454353813602e-18,0.21413138590067504,0.04349451446025928
