number of features selected (first lasso),number of features selected (second lasso),number of features selected (both lasso),SBE Treatment Coefficient,SBE Treatment StdErr,OLS Treatment Coefficient,OLS Treatment StdErr,Hausman Test Statistic,Hausman Test p-value,Residual Test Statistic,Residual Test p-value,Rsquared,Mean Squared Error,R Squared
66,25,66,0.00010410636306250496,4.6648350289534884e-05,0.00010400899286647217,4.6643055758165114e-05,0.019194770517108235,0.4449047775415754,0.019298032871682032,1.0,0.8699982459507353,47839.111318447285,0.8699982459507353
