number of features selected (first lasso),number of features selected (second lasso),number of features selected (both lasso),SBE Treatment Coefficient,SBE Treatment StdErr,OLS Treatment Coefficient,OLS Treatment StdErr,Hausman Test Statistic,Hausman Test p-value,Residual Test Statistic,Residual Test p-value,Rsquared
65,25,65,4.340931433015243e-05,4.240971345462082e-05,4.2320340800496616e-05,4.244284078679432e-05,0.4218744888120953,0.2580015948552744,0.024447683257375362,1.0,
