number of features selected (first lasso),number of features selected (second lasso),number of features selected (both lasso),SBE Treatment Coefficient,SBE Treatment StdErr,OLS Treatment Coefficient,OLS Treatment StdErr,Hausman Test Statistic,Hausman Test p-value,Residual Test Statistic,Residual Test p-value,Rsquared
65,24,65,4.952931595529069e-05,4.2424852070690744e-05,4.8387071572637244e-05,4.245075151658484e-05,0.5935327855289195,0.22052812741911776,0.046177013541456965,1.0,
