Feature,number of features selected,Coefficient,StdErr,R2,MSE
const,88,0.20612674097307002,0.0093248903319213,0.20731638401445485,0.045664128703673354
population,88,0.6558371680058132,0.038329526013833715,0.20731638401445485,0.045664128703673354
0,88,-0.0026531680192436805,0.00030511824847060824,0.20731638401445485,0.045664128703673354
216,88,-1.0013703149222645e-06,2.6352313458614575e-05,0.20731638401445485,0.045664128703673354
217,88,-0.0034088425281198808,0.003452450319083667,0.20731638401445485,0.045664128703673354
219,88,0.0016509576743482764,0.0018720011215851216,0.20731638401445485,0.045664128703673354
220,88,0.0010197996926139558,0.0022193648966589586,0.20731638401445485,0.045664128703673354
221,88,-0.0007861614267267777,0.0028080109242995836,0.20731638401445485,0.045664128703673354
222,88,0.002850548691631605,0.00319573395902961,0.20731638401445485,0.045664128703673354
223,88,-0.007962739925690515,0.0040184266655183395,0.20731638401445485,0.045664128703673354
225,88,-0.0025154228685190156,0.0031347202112290487,0.20731638401445485,0.045664128703673354
226,88,-0.000262697818949741,0.004077819097898673,0.20731638401445485,0.045664128703673354
227,88,0.00023664892446531764,0.0004661736476196478,0.20731638401445485,0.045664128703673354
229,88,0.0016237847795854265,0.0038278187820847396,0.20731638401445485,0.045664128703673354
230,88,3.2077986787447135e-07,0.0009113392067781873,0.20731638401445485,0.045664128703673354
233,88,0.00047659385655959705,0.0025159928133813786,0.20731638401445485,0.045664128703673354
235,88,0.0011776653732439666,0.005031010947475034,0.20731638401445485,0.045664128703673354
237,88,-0.008851885918890183,0.00433478704606906,0.20731638401445485,0.045664128703673354
238,88,0.0013036872075969947,0.0012185872234497265,0.20731638401445485,0.045664128703673354
239,88,-0.002686398774844199,0.0009761599369754999,0.20731638401445485,0.045664128703673354
240,88,0.0002794150620091571,0.0008772849309618649,0.20731638401445485,0.045664128703673354
241,88,-0.00013153750413046368,0.0009539137268629251,0.20731638401445485,0.045664128703673354
242,88,-0.000688967840766339,0.0012080271478592279,0.20731638401445485,0.045664128703673354
244,88,-0.004884902958765018,0.002619122138696996,0.20731638401445485,0.045664128703673354
245,88,0.004128798154079183,0.0030531346949725317,0.20731638401445485,0.045664128703673354
246,88,-0.003657937618439665,0.004179348199117973,0.20731638401445485,0.045664128703673354
247,88,0.0009002278544575176,0.003606028963391748,0.20731638401445485,0.045664128703673354
248,88,0.0011947888574510694,0.0019721369545501743,0.20731638401445485,0.045664128703673354
249,88,-0.004872790938886517,0.003652842298025441,0.20731638401445485,0.045664128703673354
250,88,-0.002186397162307735,0.001567828519478689,0.20731638401445485,0.045664128703673354
251,88,-0.0018140588472143277,0.00197848807694951,0.20731638401445485,0.045664128703673354
252,88,0.0005312649973370071,0.00261341842823263,0.20731638401445485,0.045664128703673354
253,88,0.0036369919902605433,0.004095030390397288,0.20731638401445485,0.045664128703673354
257,88,0.0022296737991116776,0.0023011766013689983,0.20731638401445485,0.045664128703673354
258,88,0.001953554213123846,0.005724027970247031,0.20731638401445485,0.045664128703673354
259,88,0.004373573315062484,0.006780684005529722,0.20731638401445485,0.045664128703673354
260,88,-0.004224301788447,0.0066112734556984356,0.20731638401445485,0.045664128703673354
261,88,-0.001570435066848634,0.0023483152737275095,0.20731638401445485,0.045664128703673354
262,88,0.0007825915976202242,0.0020930085551152207,0.20731638401445485,0.045664128703673354
263,88,9.660860949411143e-06,0.002324841867878125,0.20731638401445485,0.045664128703673354
264,88,0.0003199729558088906,0.0026236352689395226,0.20731638401445485,0.045664128703673354
265,88,0.0026022633570101823,0.003722220198836668,0.20731638401445485,0.045664128703673354
266,88,0.00273173849234966,0.0022044630677995588,0.20731638401445485,0.045664128703673354
267,88,-0.0030309156494103106,0.004368657947519452,0.20731638401445485,0.045664128703673354
268,88,0.0004550898573173345,0.0017560557941300899,0.20731638401445485,0.045664128703673354
269,88,-0.0016727452557665447,0.00267950272899486,0.20731638401445485,0.045664128703673354
270,88,0.0023043229101394553,0.0030762908020736785,0.20731638401445485,0.045664128703673354
271,88,0.0022713428140793057,0.0025071799536958463,0.20731638401445485,0.045664128703673354
272,88,-0.001555717661645761,0.0022895531660916636,0.20731638401445485,0.045664128703673354
276,88,0.004793573258434489,0.003334430660310904,0.20731638401445485,0.045664128703673354
277,88,0.008248224822625008,0.0035301217412194896,0.20731638401445485,0.045664128703673354
279,88,-0.0012299885097832696,0.003176332590603209,0.20731638401445485,0.045664128703673354
281,88,0.000551054020942396,0.004384139382706627,0.20731638401445485,0.045664128703673354
282,88,0.0013280689554952029,0.0023532239921746755,0.20731638401445485,0.045664128703673354
283,88,-0.0019374168324715552,0.002875981624921959,0.20731638401445485,0.045664128703673354
284,88,-0.0013968204057312058,0.00398854142041675,0.20731638401445485,0.045664128703673354
286,88,-0.0011495392478928547,0.0009068524492121097,0.20731638401445485,0.045664128703673354
288,88,0.0019618820301044327,0.0013352813439372448,0.20731638401445485,0.045664128703673354
290,88,-0.00040778338078362094,0.0010880461404504127,0.20731638401445485,0.045664128703673354
291,88,0.0018588293686336481,0.001198264109748519,0.20731638401445485,0.045664128703673354
292,88,-0.0007161178951420807,0.0013951264069891134,0.20731638401445485,0.045664128703673354
293,88,-0.0009500934845323419,0.0017331342854833844,0.20731638401445485,0.045664128703673354
294,88,0.0007845935962976719,0.0010188363025225888,0.20731638401445485,0.045664128703673354
296,88,0.004550596681962042,0.007785315163383121,0.20731638401445485,0.045664128703673354
297,88,-0.0010732844646125553,0.007303552317794063,0.20731638401445485,0.045664128703673354
298,88,0.0017621328702933307,0.0036666535032041456,0.20731638401445485,0.045664128703673354
299,88,-0.010096467107377879,0.007416730262845889,0.20731638401445485,0.045664128703673354
300,88,0.0011413476122828028,0.004410104330731108,0.20731638401445485,0.045664128703673354
301,88,0.007712557643706496,0.006033735718528421,0.20731638401445485,0.045664128703673354
304,88,-0.0003088372639465851,0.0011554017166816807,0.20731638401445485,0.045664128703673354
305,88,-0.0024192635276868418,0.004098763497401259,0.20731638401445485,0.045664128703673354
306,88,-0.0036010857470423854,0.0037898969775386642,0.20731638401445485,0.045664128703673354
308,88,0.0019975184931819165,0.0019421530015340635,0.20731638401445485,0.045664128703673354
309,88,0.0015625882576206604,0.0027279684816489728,0.20731638401445485,0.045664128703673354
310,88,-0.0025001923978104903,0.0019684199476214283,0.20731638401445485,0.045664128703673354
311,88,-0.000997692346149408,0.002049845945520144,0.20731638401445485,0.045664128703673354
312,88,0.003595850852707048,0.0024594779148385416,0.20731638401445485,0.045664128703673354
313,88,-0.0008991407574957542,0.001609157677367595,0.20731638401445485,0.045664128703673354
314,88,-0.000348534931464094,0.0012822840114463704,0.20731638401445485,0.045664128703673354
315,88,-0.0007775437887142766,0.0008578215234179206,0.20731638401445485,0.045664128703673354
316,88,-0.0005445318030487409,0.0005856757217387223,0.20731638401445485,0.045664128703673354
317,88,-0.0008818321154462767,0.0005860109128109324,0.20731638401445485,0.045664128703673354
318,88,0.0005312081880864493,0.0006101275192919773,0.20731638401445485,0.045664128703673354
319,88,-0.00038439224548278113,0.000604833551586719,0.20731638401445485,0.045664128703673354
320,88,-0.00021048561043644206,0.000584742231841673,0.20731638401445485,0.045664128703673354
321,88,0.0005956821827137218,0.0005923494795894743,0.20731638401445485,0.045664128703673354
322,88,-0.0003117588887499168,0.0005812793511926249,0.20731638401445485,0.045664128703673354
323,88,0.0008980646346752324,0.0005990661466005193,0.20731638401445485,0.045664128703673354
