Feature,number of features selected,Coefficient,StdErr,R2
const,249,2037.8313698494258,2846.4983490582704,0.18477707455383374
treat,249,1661.1650794447357,718.3649202113382,0.18477707455383374
0,249,30.89783086462877,52.62088898330671,0.18477707455383374
1,249,314.99332342002685,248.4698438740482,0.18477707455383374
2,249,0.09249522589217855,0.09664989655390485,0.18477707455383374
3,249,0.04306402996993356,0.16827882316181714,0.18477707455383374
4,249,1401.7938122344337,1330.9100123700887,0.18477707455383374
5,249,-1421.1138842649982,1153.78844716805,0.18477707455383374
6,249,2058.407022959647,1377.229639429773,0.18477707455383374
8,249,1215.0334608223247,1662.9940411570672,0.18477707455383374
9,249,822.7977387579606,1727.6739489095512,0.18477707455383374
10,249,1113.8498059878161,1498.1205046500731,0.18477707455383374
11,249,923.9813699981859,1514.6217352860835,0.18477707455383374
12,249,1259.8075956846606,1577.632438501365,0.18477707455383374
13,249,778.0239033332708,1479.2174595188592,0.18477707455383374
14,249,-48.36487299478361,167.48161356178218,0.18477707455383374
15,249,-257.1600696328985,928.9807770152619,0.18477707455383374
16,249,-300.52429910451167,900.6631972566088,0.18477707455383374
17,249,-1.402695157027183,0.501307275652175,0.18477707455383374
18,249,-7190.63474872474,2854.1172830121423,0.18477707455383374
19,249,1200.4692743423218,2292.2337383991403,0.18477707455383374
20,249,1820.0942773328823,1772.3970673057547,0.18477707455383374
21,249,217.73708281270802,1712.668533871364,0.18477707455383374
22,249,3538.6454451291165,1985.3198025675074,0.18477707455383374
23,249,-1500.814172772588,1712.9414098350044,0.18477707455383374
24,249,554.3737872288032,1503.9085143157063,0.18477707455383374
25,249,1483.4580608341448,1895.202277522503,0.18477707455383374
26,249,537.5833788182699,3292.8258551778813,0.18477707455383374
27,249,1500.2471516565352,1372.8804728029015,0.18477707455383374
28,249,-6.136097746764289,6.62022322813038,0.18477707455383374
29,249,-10.851223559380788,16.307977733370006,0.18477707455383374
30,249,-0.021391979265743315,0.016303420967159494,0.18477707455383374
31,249,0.06198574601062568,0.025332715288446654,0.18477707455383374
32,249,177.58185003715354,142.3156528438432,0.18477707455383374
33,249,-77.27805842736873,104.20122172345913,0.18477707455383374
34,249,-16.442352182240178,108.21322546559861,0.18477707455383374
35,249,-31.92253557500142,103.48036956166598,0.18477707455383374
36,249,-51.8479698109365,113.48940289296844,0.18477707455383374
37,249,3.4830820465977483,114.78270073571115,0.18477707455383374
38,249,-1.0328752288443241,88.77984112549332,0.18477707455383374
39,249,-47.332012534699395,99.28784037883314,0.18477707455383374
40,249,-6.3111551436812565,105.5441179836332,0.18477707455383374
41,249,-42.05373260907825,83.5948813477404,0.18477707455383374
42,249,-5.320031630047436,214.33491698368988,0.18477707455383374
43,249,0.007238177893685997,0.05838336855008723,0.18477707455383374
44,249,0.26182554684142095,0.10044617521364713,0.18477707455383374
45,249,1577.0722568130618,746.7494624401409,0.18477707455383374
46,249,-110.17178251347279,643.0053288980899,0.18477707455383374
47,249,-421.8824377633244,553.6160282793088,0.18477707455383374
48,249,164.72222587873486,565.1222381998364,0.18477707455383374
49,249,-681.6687130862858,606.9819636058178,0.18477707455383374
50,249,424.5085011987922,577.2032802058561,0.18477707455383374
51,249,-123.7309535991258,470.2131010035414,0.18477707455383374
52,249,-133.42925828828623,535.5797302634805,0.18477707455383374
53,249,19.08580127267797,929.7258278310082,0.18477707455383374
54,249,-276.2460131570668,273.5684933611555,0.18477707455383374
55,249,-3.983873573155723e-05,2.6589773923748278e-05,0.18477707455383374
56,249,3.8680680963522674e-05,2.2787015625806076e-05,0.18477707455383374
58,249,0.1475499168231077,0.2303258023433863,0.18477707455383374
59,249,-150.48004074615315,450.3300788116339,0.18477707455383374
60,249,-150.04425700105398,450.3331457786697,0.18477707455383374
61,249,-150.58017462815633,450.3248397542769,0.18477707455383374
62,249,-149.94412331263476,450.3384466291152,0.18477707455383374
63,249,-150.14169419012674,450.3287228342166,0.18477707455383374
64,249,-150.38260371732468,450.3344900271096,0.18477707455383374
65,249,-150.26966813311492,450.33570110203937,0.18477707455383374
66,249,-150.25462944724418,450.3275170113708,0.18477707455383374
67,249,-4.3084567350130285e-05,5.291862283928747e-05,0.18477707455383374
68,249,0.088468964930251,0.34225794989548786,0.18477707455383374
70,249,-0.30618237426102524,0.2707616636640172,0.18477707455383374
71,249,-1.0964561601252627,0.3532967679954325,0.18477707455383374
72,249,-0.49717158256944516,0.3484320088746917,0.18477707455383374
73,249,-0.9054667508998032,0.333730746103584,0.18477707455383374
74,249,-0.6737600304983058,0.2888385164857594,0.18477707455383374
75,249,-0.7288782954376248,0.29104570686485065,0.18477707455383374
76,249,-0.9498744122989441,0.39481657899349654,0.18477707455383374
77,249,-0.4527641715007292,0.226371700530182,0.18477707455383374
78,249,-7190.634776588934,2854.117289760412,0.18477707455383374
79,249,840.0293544333376,2016.8291032217628,0.18477707455383374
80,249,-4811.711119907791,2044.064374030445,0.18477707455383374
81,249,-2378.923656680882,1861.8201779822616,0.18477707455383374
82,249,-2595.4142914158106,2379.2907419658363,0.18477707455383374
83,249,-4595.220485172627,2943.1608171721873,0.18477707455383374
84,249,-1759.1982179149554,1497.9919099659912,0.18477707455383374
85,249,-5431.43655867345,1950.1882609191944,0.18477707455383374
86,249,-5155.640745184241,2421.1653825091216,0.18477707455383374
87,249,-2034.9940314039568,1360.4824510683418,0.18477707455383374
88,249,1200.4692960648417,2292.2337553543966,0.18477707455383374
89,249,1297.9592575318661,1403.2355391019357,0.18477707455383374
90,249,-97.48996146673802,1564.213443126743,0.18477707455383374
91,249,-2359.5482938389964,2217.291739947314,0.18477707455383374
