number of features selected (first lasso),number of features selected (second lasso),number of features selected (both lasso),SBE Treatment Coefficient,SBE Treatment StdErr,OLS Treatment Coefficient,OLS Treatment StdErr,Hausman Test Statistic,Hausman Test p-value,Residual Test Statistic,Residual Test p-value,Rsquared
128,363,363,2396.0217267016196,832.1925187963618,2198.080181598555,827.1088806288395,4.6448746769097875,0.015573205637331777,0.03141653372106469,1.0,
